sensor-id,humidity
s4809,37
s4810,0
s4811,51
s4812,60
s4813,94
s4814,54
s4815,87
s4816,25
s4817,99
s4818,53
s4819,23
s4820,40
s4821,30
s4822,69
s4823,78
s4824,15
s4825,76
s4826,39
s4827,75
s4828,39
s4829,99
s4830,34
s4831,92
s4832,91
s4833,0
s4834,53
s4835,30
s4836,66
s4837,68
s4838,79
s4839,97
s4840,56
s4841,74
s4842,35
s4843,86
s4844,6
s4845,5
s4846,64
s4847,13
s4848,99
s4849,69
s4850,63
s4851,74
s4852,30
s4853,10
s4854,63
s4855,53
s4856,10
s4857,80
s4858,91
s4859,1
s4860,36
s4861,47
s4862,78
s4863,51
s4864,33
s4865,34
s4866,23
s4867,95
s4868,30
s4869,93
s4870,71
s4871,10
s4872,76
s4873,71
s4874,3
s4875,25
s4876,65
s4877,85
s4878,53
s4879,80
s4880,28
s4881,7
s4882,70
s4883,23
s4884,96
s4885,21
s4886,16
s4887,38
s4888,56
s4889,70
s4890,1
s4891,27
s4892,12
s4893,83
s4894,97
s4895,68
s4896,89
s4897,69
s4898,35
s4899,43
s4900,
s4901,52
s4902,99
s4903,44
s4904,99
s4905,21
s4906,42
s4907,29
s4908,79
s4909,4
s4910,25
s4911,77
s4912,21
s4913,84
s4914,83
s4915,66
s4916,30
s4917,1
s4918,57
s4919,87
s4920,77
s4921,4
s4922,45
s4923,62
s4924,59
s4925,77
s4926,65
s4927,17
s4928,73
s4929,98
s4930,61
s4931,84
s4932,33
s4933,30
s4934,64
s4935,4
s4936,63
s4937,85
s4938,44
s4939,45
s4940,44
s4941,40
s4942,83
s4943,11
s4944,89
s4945,47
s4946,65
s4947,83
s4948,93
s4949,33
s4950,55
s4951,81
s4952,75
s4953,31
s4954,52
s4955,2
s4956,78
s4957,87
s4958,18
s4959,68
s4960,58
s4961,64
s4962,43
s4963,51
s4964,18
s4965,56
s4966,53
s4967,71
s4968,30
s4969,51
s4970,62
s4971,85
s4972,4
s4973,67
s4974,87
s4975,53
s4976,86
s4977,54
s4978,8
s4979,71
s4980,93
s4981,4
s4982,76
s4983,68
s4984,25
s4985,36
s4986,34
s4987,3
s4988,35
s4989,21
s4990,92
s4991,2
s4992,37
s4993,31
s4994,49
s4995,64
s4996,10
s4997,0
s4998,48
s4999,46
s5000,
s5001,52
s5002,73
s5003,1
s5004,72
s5005,96
s5006,69
s5007,42
s5008,55
s5009,1
s5010,12
s5011,52
s5012,37
s5013,55
s5014,26
s5015,75
s5016,36
s5017,14
s5018,59
s5019,1
s5020,81
s5021,55
s5022,26
s5023,31
s5024,26
s5025,69
s5026,13
s5027,92
s5028,37
s5029,0
s5030,23
s5031,31
s5032,66
s5033,64
s5034,47
s5035,88
s5036,76
s5037,42
s5038,77
s5039,78
s5040,50
s5041,16
s5042,33
s5043,29
s5044,13
s5045,27
s5046,8
s5047,11
s5048,57
s5049,82
s5050,45
s5051,92
s5052,33
s5053,86
s5054,62
s5055,66
s5056,79
s5057,68
s5058,74
s5059,10
s5060,58
s5061,98
s5062,9
s5063,24
s5064,35
s5065,87
s5066,31
s5067,17
s5068,86
s5069,6
s5070,79
s5071,78
s5072,40
s5073,11
s5074,84
s5075,75
s5076,94
s5077,92
s5078,99
s5079,49
s5080,85
s5081,33
s5082,14
s5083,58
s5084,76
s5085,24
s5086,55
s5087,81
s5088,25
s5089,16
s5090,14
s5091,31
s5092,62
s5093,54
s5094,26
s5095,0
s5096,83
s5097,96
s5098,8
s5099,0
s5100,
s5101,55
s5102,37
s5103,99
s5104,21
s5105,45
s5106,96
s5107,45
s5108,24
s5109,92
s5110,51
s5111,46
s5112,33
s5113,29
s5114,82
s5115,85
s5116,84
s5117,88
s5118,77
s5119,85
s5120,91
s5121,30
s5122,41
s5123,99
s5124,79
s5125,2
s5126,4
s5127,30
s5128,45
s5129,11
s5130,68
s5131,79
s5132,82
s5133,64
s5134,2
s5135,43
s5136,19
s5137,64
s5138,40
s5139,55
s5140,32
s5141,34
s5142,33
s5143,17
s5144,66
s5145,70
s5146,0
s5147,99
s5148,81
s5149,63
s5150,92
s5151,73
s5152,48
s5153,18
s5154,61
s5155,96
s5156,95
s5157,47
s5158,73
s5159,14
s5160,30
s5161,57
s5162,96
s5163,56
s5164,11
s5165,71
s5166,82
s5167,99
s5168,60
s5169,88
s5170,22
s5171,44
s5172,2
s5173,86
s5174,53
s5175,49
s5176,18
s5177,95
s5178,7
s5179,72
s5180,52
s5181,52
s5182,54
s5183,32
s5184,14
s5185,2
