sensor-id,humidity
s8591,2
s8592,34
s8593,67
s8594,20
s8595,76
s8596,66
s8597,80
s8598,31
s8599,10
s8600,
s8601,20
s8602,42
s8603,8
s8604,74
s8605,22
s8606,17
s8607,46
s8608,52
s8609,39
s8610,91
s8611,20
s8612,8
s8613,88
s8614,83
s8615,92
s8616,68
s8617,12
s8618,23
s8619,36
s8620,5
s8621,95
s8622,99
s8623,76
s8624,29
s8625,92
s8626,67
s8627,80
s8628,24
s8629,13
s8630,81
s8631,19
s8632,61
s8633,72
s8634,74
s8635,41
s8636,93
s8637,40
s8638,66
s8639,93
s8640,70
s8641,96
s8642,62
s8643,4
s8644,93
s8645,48
s8646,12
s8647,19
s8648,30
s8649,86
s8650,96
s8651,99
s8652,97
s8653,0
s8654,13
s8655,0
s8656,43
s8657,74
s8658,99
s8659,83
s8660,60
s8661,10
s8662,6
s8663,13
s8664,3
s8665,24
s8666,24
s8667,98
s8668,52
s8669,84
s8670,17
s8671,95
s8672,36
s8673,23
s8674,48
s8675,92
s8676,60
s8677,71
s8678,15
s8679,49
s8680,25
s8681,42
s8682,48
s8683,88
s8684,24
s8685,62
s8686,78
s8687,93
s8688,27
s8689,10
s8690,3
s8691,14
s8692,86
s8693,77
s8694,71
s8695,54
s8696,5
s8697,17
s8698,79
s8699,16
s8700,
s8701,35
s8702,75
s8703,9
s8704,80
s8705,16
s8706,22
s8707,56
s8708,70
s8709,28
s8710,62
s8711,12
s8712,84
s8713,35
s8714,56
s8715,22
s8716,44
s8717,29
s8718,40
s8719,51
s8720,94
s8721,75
s8722,54
s8723,55
s8724,56
s8725,32
s8726,65
s8727,73
s8728,8
s8729,7
s8730,58
s8731,7
s8732,58
s8733,42
s8734,93
s8735,71
s8736,67
s8737,76
s8738,83
s8739,73
s8740,18
s8741,85
s8742,21
s8743,28
s8744,63
s8745,6
s8746,44
s8747,44
s8748,26
s8749,76
s8750,26
s8751,95
s8752,93
s8753,1
s8754,77
s8755,3
s8756,34
s8757,18
s8758,35
s8759,88
s8760,36
s8761,81
s8762,67
s8763,59
s8764,5
s8765,86
s8766,54
s8767,82
s8768,22
s8769,77
s8770,77
s8771,5
s8772,83
s8773,84
s8774,39
s8775,94
s8776,25
s8777,27
s8778,79
s8779,89
s8780,50
s8781,50
s8782,46
s8783,70
s8784,29
s8785,6
s8786,87
s8787,43
s8788,75
s8789,51
s8790,31
s8791,47
s8792,82
s8793,14
s8794,48
s8795,41
s8796,64
s8797,26
s8798,53
s8799,11
s8800,
s8801,91
s8802,75
s8803,88
s8804,18
s8805,5
s8806,63
s8807,13
s8808,67
s8809,63
s8810,14
s8811,87
s8812,65
s8813,69
s8814,85
s8815,74
s8816,94
s8817,73
s8818,74
s8819,36
s8820,15
s8821,87
s8822,58
s8823,92
s8824,91
s8825,57
s8826,55
s8827,1
s8828,36
s8829,59
s8830,27
s8831,3
s8832,50
s8833,36
s8834,42
s8835,53
s8836,74
s8837,37
s8838,80
s8839,99
s8840,71
s8841,30
s8842,82
s8843,74
s8844,84
s8845,78
s8846,75
s8847,62
s8848,80
s8849,22
s8850,37
s8851,77
s8852,36
s8853,55
s8854,2
s8855,59
s8856,15
s8857,55
s8858,60
s8859,14
s8860,92
s8861,87
s8862,31
s8863,63
s8864,6
s8865,91
s8866,54
s8867,62
s8868,92
s8869,86
s8870,23
s8871,48
s8872,45
s8873,64
s8874,25
s8875,47
s8876,69
s8877,22
s8878,8
s8879,76
s8880,95
s8881,81
s8882,26
s8883,36
s8884,40
s8885,99
s8886,68
s8887,84
s8888,68
s8889,79
s8890,25
s8891,43
s8892,57
s8893,99
s8894,64
s8895,78
s8896,35
s8897,85
s8898,6
s8899,89
s8900,
s8901,4
s8902,80
s8903,46
s8904,21
s8905,17
s8906,90
s8907,89
s8908,82
s8909,78
s8910,71
s8911,74
s8912,94
s8913,92
s8914,60
s8915,22
s8916,31
s8917,80
s8918,1
s8919,70
s8920,66
s8921,17
s8922,92
s8923,53
s8924,61
s8925,39
s8926,8
s8927,18
s8928,64
s8929,46
s8930,70
s8931,91
s8932,65
s8933,53
s8934,32
s8935,75
s8936,25
s8937,44
s8938,0
s8939,55
s8940,11
s8941,98
s8942,4
s8943,71
s8944,72
s8945,18
s8946,8
s8947,97
s8948,37
s8949,60
s8950,55
s8951,51
s8952,46
s8953,11
s8954,4
s8955,9
s8956,15
s8957,54
s8958,9
s8959,91
s8960,81
s8961,39
s8962,58
s8963,97
s8964,34
s8965,89
s8966,57
s8967,30
s8968,50
s8969,22
s8970,30
s8971,66
s8972,7
s8973,13
s8974,87
s8975,62
s8976,16
s8977,43
s8978,17
s8979,39
s8980,66
s8981,89
s8982,69
s8983,99
s8984,27
s8985,94
s8986,77
s8987,65
s8988,45
s8989,50
s8990,39
s8991,21
s8992,32
s8993,5
s8994,53
s8995,15
s8996,20
s8997,23
s8998,40
s8999,21
s9000,
s9001,61
s9002,46
s9003,28
s9004,60
s9005,20
s9006,83
s9007,40
s9008,32
s9009,63
s9010,63
s9011,55
s9012,55
s9013,34
