sensor-id,humidity
s9226,70
s9227,91
s9228,60
s9229,35
s9230,22
s9231,98
s9232,40
s9233,90
s9234,69
s9235,74
s9236,46
s9237,23
s9238,19
s9239,13
s9240,34
s9241,21
s9242,30
s9243,11
s9244,33
s9245,73
s9246,74
s9247,86
s9248,86
s9249,14
s9250,90
s9251,79
s9252,44
s9253,12
s9254,5
s9255,9
s9256,84
s9257,94
s9258,78
s9259,61
s9260,59
s9261,5
s9262,26
s9263,2
s9264,54
s9265,18
s9266,99
s9267,91
s9268,14
s9269,31
s9270,3
s9271,39
s9272,75
s9273,8
s9274,63
s9275,37
s9276,48
s9277,5
s9278,50
s9279,16
s9280,80
s9281,88
s9282,82
s9283,43
s9284,40
s9285,89
s9286,17
s9287,39
s9288,69
s9289,41
s9290,97
s9291,69
s9292,7
s9293,96
s9294,22
s9295,99
s9296,73
s9297,31
s9298,70
s9299,90
s9300,
s9301,20
s9302,3
s9303,84
s9304,10
s9305,45
s9306,40
s9307,18
s9308,67
s9309,10
s9310,69
s9311,96
s9312,21
s9313,52
s9314,21
s9315,24
s9316,26
s9317,64
s9318,83
s9319,60
s9320,88
s9321,14
s9322,95
s9323,48
s9324,70
s9325,28
s9326,54
s9327,50
s9328,88
s9329,60
s9330,88
s9331,25
s9332,35
s9333,91
s9334,69
s9335,9
s9336,14
s9337,86
s9338,13
s9339,61
s9340,16
s9341,74
s9342,73
s9343,23
s9344,43
s9345,32
s9346,8
s9347,33
s9348,15
s9349,60
s9350,62
s9351,81
s9352,16
s9353,79
s9354,25
s9355,34
s9356,88
s9357,93
s9358,49
s9359,14
s9360,1
s9361,29
s9362,50
s9363,77
s9364,71
s9365,96
s9366,22
s9367,83
s9368,7
s9369,12
s9370,40
s9371,7
s9372,33
s9373,81
s9374,29
s9375,80
s9376,84
s9377,87
s9378,41
s9379,36
s9380,88
s9381,71
s9382,86
s9383,65
s9384,91
s9385,72
s9386,46
s9387,19
s9388,57
s9389,14
s9390,71
s9391,57
s9392,50
s9393,14
s9394,0
s9395,80
s9396,42
s9397,18
s9398,50
s9399,50
s9400,
s9401,38
s9402,53
s9403,80
s9404,25
s9405,38
s9406,86
s9407,37
s9408,23
s9409,31
s9410,88
s9411,89
s9412,38
s9413,93
s9414,97
s9415,55
s9416,24
s9417,73
s9418,89
s9419,58
s9420,44
s9421,39
s9422,48
s9423,46
s9424,45
s9425,36
s9426,73
s9427,58
s9428,64
s9429,12
s9430,2
s9431,1
s9432,10
s9433,97
s9434,43
s9435,30
s9436,77
s9437,58
s9438,26
s9439,77
s9440,63
s9441,48
s9442,1
s9443,63
s9444,17
s9445,52
s9446,15
s9447,37
s9448,22
s9449,95
s9450,94
s9451,82
s9452,24
s9453,14
s9454,51
s9455,3
s9456,20
s9457,65
s9458,33
s9459,41
s9460,33
s9461,80
s9462,7
s9463,86
s9464,83
s9465,30
s9466,60
s9467,61
s9468,30
s9469,86
s9470,88
s9471,68
s9472,82
s9473,31
s9474,81
s9475,67
s9476,3
s9477,63
s9478,77
s9479,72
s9480,26
s9481,84
s9482,63
s9483,13
s9484,31
s9485,36
s9486,86
s9487,54
s9488,3
s9489,75
s9490,97
s9491,80
s9492,37
s9493,11
s9494,10
s9495,35
s9496,76
s9497,56
s9498,22
s9499,17
s9500,
s9501,72
s9502,26
s9503,45
s9504,8
s9505,82
s9506,0
s9507,15
s9508,46
s9509,31
s9510,27
s9511,82
s9512,51
s9513,89
s9514,68
s9515,25
s9516,60
s9517,61
s9518,43
s9519,42
s9520,27
s9521,73
s9522,25
s9523,63
s9524,72
s9525,58
s9526,40
s9527,34
s9528,67
s9529,26
s9530,71
s9531,15
s9532,67
s9533,71
s9534,5
s9535,77
s9536,15
s9537,4
s9538,47
s9539,13
s9540,96
s9541,14
s9542,83
s9543,67
s9544,72
s9545,67
s9546,3
s9547,98
s9548,74
s9549,43
s9550,19
s9551,58
s9552,2
s9553,59
s9554,79
