sensor-id,humidity
s14426,59
s14427,67
s14428,22
s14429,3
s14430,77
s14431,83
s14432,74
s14433,13
s14434,15
s14435,15
s14436,5
s14437,22
s14438,37
s14439,31
s14440,55
s14441,71
s14442,53
s14443,9
s14444,93
s14445,83
s14446,11
s14447,24
s14448,68
s14449,63
s14450,65
s14451,46
s14452,62
s14453,24
s14454,53
s14455,6
s14456,59
s14457,39
s14458,47
s14459,74
s14460,50
s14461,98
s14462,81
s14463,42
s14464,87
s14465,38
s14466,93
s14467,22
s14468,76
s14469,29
s14470,90
s14471,80
s14472,29
s14473,33
s14474,89
s14475,48
s14476,22
s14477,81
s14478,20
s14479,3
s14480,3
s14481,43
s14482,17
s14483,55
s14484,78
s14485,54
s14486,13
s14487,3
s14488,65
s14489,18
s14490,20
s14491,76
s14492,62
s14493,77
s14494,76
s14495,5
s14496,21
s14497,1
s14498,6
s14499,95
s14500,
s14501,10
s14502,38
s14503,68
s14504,17
s14505,0
s14506,23
s14507,60
s14508,50
s14509,90
s14510,88
s14511,62
s14512,54
s14513,23
s14514,73
s14515,22
s14516,12
s14517,75
s14518,25
s14519,62
s14520,1
s14521,29
s14522,6
s14523,11
s14524,66
s14525,54
s14526,59
s14527,58
s14528,52
s14529,93
s14530,38
s14531,35
s14532,3
s14533,92
s14534,85
s14535,37
s14536,4
s14537,73
s14538,82
s14539,59
s14540,81
s14541,13
s14542,22
s14543,68
s14544,54
s14545,11
s14546,17
s14547,35
s14548,94
s14549,58
s14550,87
s14551,61
s14552,13
s14553,98
s14554,70
s14555,9
s14556,3
s14557,3
s14558,37
s14559,50
s14560,36
s14561,30
s14562,30
s14563,24
s14564,5
s14565,8
s14566,96
s14567,53
s14568,13
s14569,46
s14570,38
s14571,69
s14572,95
s14573,9
s14574,50
s14575,95
s14576,84
s14577,88
s14578,8
s14579,67
s14580,62
s14581,22
s14582,80
s14583,39
s14584,88
s14585,7
s14586,92
s14587,61
s14588,35
s14589,51
s14590,67
s14591,1
s14592,18
s14593,91
s14594,71
s14595,43
s14596,26
s14597,20
s14598,33
s14599,55
s14600,
s14601,7
s14602,67
s14603,63
s14604,57
s14605,45
s14606,82
s14607,13
s14608,90
s14609,83
s14610,18
s14611,28
s14612,95
s14613,53
s14614,33
s14615,74
s14616,17
s14617,31
s14618,48
s14619,84
s14620,33
s14621,46
s14622,22
s14623,25
s14624,12
s14625,24
s14626,92
s14627,1
s14628,42
s14629,58
s14630,68
s14631,90
s14632,72
s14633,32
s14634,40
s14635,92
s14636,72
s14637,7
s14638,21
s14639,5
s14640,89
s14641,68
s14642,88
s14643,79
s14644,58
s14645,55
s14646,40
s14647,93
s14648,3
