sensor-id,humidity
s14820,47
s14821,0
s14822,97
s14823,27
s14824,43
s14825,96
s14826,48
s14827,60
s14828,97
s14829,89
s14830,60
s14831,71
s14832,8
s14833,53
s14834,89
s14835,88
s14836,90
s14837,57
s14838,63
s14839,80
s14840,19
s14841,61
s14842,94
s14843,31
s14844,44
s14845,39
s14846,6
s14847,3
s14848,58
s14849,33
s14850,95
s14851,23
s14852,70
s14853,40
s14854,31
s14855,34
s14856,62
s14857,2
s14858,62
s14859,93
s14860,18
s14861,95
s14862,45
s14863,3
s14864,20
s14865,36
s14866,25
s14867,46
s14868,25
s14869,59
s14870,87
s14871,4
s14872,30
s14873,43
s14874,29
s14875,82
s14876,27
s14877,39
s14878,25
s14879,50
s14880,52
s14881,76
s14882,25
s14883,60
s14884,70
s14885,64
s14886,64
s14887,17
s14888,37
s14889,49
s14890,35
s14891,83
s14892,13
s14893,3
s14894,76
s14895,81
s14896,37
s14897,77
s14898,67
s14899,39
s14900,
s14901,84
s14902,74
s14903,78
s14904,72
s14905,63
s14906,55
s14907,85
s14908,92
s14909,80
s14910,31
s14911,60
s14912,76
s14913,14
s14914,88
s14915,13
s14916,9
s14917,49
s14918,8
s14919,45
s14920,25
s14921,37
s14922,35
s14923,79
s14924,26
s14925,79
s14926,51
s14927,87
s14928,9
s14929,88
s14930,68
s14931,66
s14932,27
s14933,79
s14934,63
s14935,51
s14936,54
s14937,42
s14938,93
s14939,66
s14940,70
s14941,33
s14942,9
s14943,21
s14944,75
s14945,67
s14946,30
s14947,95
s14948,92
s14949,13
s14950,40
s14951,7
s14952,18
s14953,5
s14954,46
s14955,57
s14956,67
s14957,0
s14958,5
s14959,64
s14960,79
s14961,20
s14962,95
s14963,44
s14964,69
s14965,10
s14966,14
s14967,35
s14968,43
s14969,11
s14970,14
s14971,63
s14972,43
s14973,22
s14974,86
s14975,78
s14976,26
s14977,79
s14978,8
s14979,95
s14980,62
s14981,87
s14982,19
s14983,53
s14984,57
s14985,97
s14986,81
s14987,78
s14988,38
s14989,11
s14990,63
s14991,2
s14992,64
s14993,26
s14994,76
s14995,50
s14996,65
s14997,44
s14998,79
s14999,4
s15000,
s15001,92
s15002,27
s15003,41
s15004,61
s15005,0
s15006,93
s15007,6
s15008,30
s15009,77
s15010,11
s15011,81
s15012,96
s15013,58
s15014,67
s15015,43
s15016,7
s15017,24
s15018,2
s15019,69
s15020,30
s15021,14
s15022,14
s15023,29
s15024,33
s15025,74
s15026,85
s15027,46
s15028,47
s15029,72
s15030,31
s15031,78
s15032,4
s15033,79
s15034,50
s15035,42
s15036,75
s15037,68
s15038,21
s15039,9
s15040,18
