sensor-id,humidity
s12886,59
s12887,81
s12888,33
s12889,98
s12890,13
s12891,86
s12892,94
s12893,69
s12894,10
s12895,94
s12896,79
s12897,93
s12898,73
s12899,12
s12900,
s12901,11
s12902,45
s12903,71
s12904,66
s12905,47
s12906,25
s12907,55
s12908,36
s12909,22
s12910,80
s12911,50
s12912,4
s12913,40
s12914,45
s12915,74
s12916,7
s12917,15
s12918,44
s12919,41
s12920,0
s12921,45
s12922,17
s12923,66
s12924,32
s12925,82
s12926,62
s12927,3
s12928,2
s12929,91
s12930,15
s12931,54
s12932,77
s12933,29
s12934,92
s12935,15
s12936,89
s12937,28
s12938,46
s12939,41
s12940,51
s12941,27
s12942,98
s12943,17
s12944,46
s12945,85
s12946,3
s12947,16
s12948,47
s12949,62
s12950,91
s12951,8
s12952,12
s12953,72
s12954,94
s12955,45
s12956,89
s12957,98
s12958,47
s12959,26
s12960,63
s12961,34
s12962,43
s12963,92
s12964,31
s12965,76
s12966,43
s12967,84
s12968,59
s12969,86
s12970,14
s12971,36
s12972,28
s12973,3
s12974,50
s12975,58
s12976,64
s12977,88
s12978,93
s12979,33
s12980,34
s12981,69
s12982,12
s12983,70
s12984,21
s12985,35
s12986,87
s12987,0
s12988,77
s12989,62
s12990,62
s12991,42
s12992,66
s12993,78
s12994,25
s12995,72
s12996,12
s12997,88
s12998,91
s12999,25
s13000,
s13001,32
s13002,70
s13003,26
s13004,7
s13005,9
s13006,93
s13007,59
s13008,1
s13009,89
s13010,22
s13011,24
s13012,23
s13013,59
s13014,51
s13015,84
s13016,67
s13017,50
s13018,21
s13019,33
s13020,85
s13021,1
s13022,35
s13023,46
s13024,24
s13025,47
s13026,75
s13027,28
s13028,81
s13029,17
s13030,72
s13031,28
s13032,57
s13033,99
s13034,96
s13035,48
s13036,15
s13037,4
s13038,0
s13039,5
s13040,88
s13041,90
s13042,35
s13043,58
s13044,71
s13045,34
s13046,52
s13047,66
s13048,45
s13049,4
s13050,47
s13051,80
s13052,90
s13053,92
s13054,27
s13055,92
s13056,34
s13057,33
s13058,85
s13059,6
s13060,58
s13061,35
s13062,98
s13063,32
s13064,99
s13065,60
s13066,39
s13067,93
s13068,16
s13069,20
s13070,90
s13071,1
s13072,9
s13073,67
s13074,62
s13075,12
s13076,1
s13077,59
s13078,52
s13079,50
s13080,90
s13081,67
s13082,36
s13083,89
s13084,57
s13085,58
s13086,79
s13087,67
s13088,55
s13089,81
s13090,74
s13091,65
s13092,70
s13093,73
s13094,69
s13095,57
s13096,12
s13097,29
s13098,99
s13099,17
s13100,
s13101,78
s13102,64
s13103,62
s13104,43
s13105,56
s13106,27
s13107,59
s13108,21
s13109,25
s13110,91
s13111,67
s13112,41
s13113,65
s13114,86
s13115,33
s13116,58
s13117,78
s13118,71
s13119,32
s13120,44
s13121,79
s13122,63
s13123,1
s13124,95
s13125,86
s13126,99
s13127,69
s13128,23
s13129,22
s13130,84
s13131,65
s13132,76
s13133,33
s13134,15
s13135,88
s13136,93
s13137,87
s13138,79
s13139,51
s13140,23
s13141,2
s13142,84
s13143,57
s13144,18
s13145,39
s13146,54
s13147,65
s13148,87
s13149,87
s13150,39
s13151,32
s13152,57
s13153,11
s13154,26
s13155,20
s13156,54
s13157,82
s13158,33
s13159,58
s13160,49
s13161,88
s13162,38
s13163,1
s13164,50
s13165,32
s13166,90
s13167,64
s13168,57
s13169,80
s13170,90
s13171,46
s13172,65
s13173,93
s13174,24
s13175,50
s13176,86
s13177,27
s13178,58
s13179,69
s13180,54
s13181,94
s13182,34
s13183,84
s13184,25
s13185,74
s13186,79
s13187,79
s13188,11
s13189,33
s13190,71
s13191,32
s13192,83
s13193,3
s13194,82
s13195,34
s13196,27
s13197,73
s13198,54
s13199,30
s13200,
s13201,55
s13202,50
s13203,86
s13204,19
