sensor-id,humidity
s1,15
s2,35
s3,15
s4,28
s5,35
s6,26
s7,77
s8,5
s9,33
s10,33
s11,31
s12,66
s13,84
s14,95
s15,95
s16,4
s17,85
s18,77
s19,56
s20,24
s21,77
s22,75
s23,72
s24,92
s25,75
s26,16
s27,12
s28,25
s29,8
s30,58
s31,55
s32,26
s33,99
s34,14
s35,48
s36,94
s37,17
s38,64
s39,43
s40,32
s41,90
s42,24
s43,63
s44,36
s45,54
s46,65
s47,9
s48,42
s49,54
s50,15
s51,34
s52,4
s53,63
s54,44
s55,75
s56,9
s57,52
s58,68
s59,82
s60,1
s61,77
s62,67
s63,26
s64,32
s65,85
s66,63
s67,76
s68,38
s69,98
s70,43
s71,8
s72,9
s73,33
s74,26
s75,51
s76,95
s77,99
s78,77
s79,6
s80,33
s81,30
s82,73
s83,81
s84,33
s85,36
s86,21
s87,27
s88,21
s89,50
s90,64
s91,18
s92,3
s93,48
s94,3
s95,31
s96,13
s97,5
s98,47
s99,95
s100,
s101,61
s102,69
s103,94
s104,25
s105,82
s106,42
s107,67
s108,84
s109,56
s110,7
s111,27
s112,81
s113,59
s114,38
s115,15
s116,53
s117,19
s118,82
s119,4
s120,69
s121,20
s122,73
s123,23
s124,84
s125,29
s126,67
s127,87
s128,63
s129,87
s130,14
s131,52
s132,21
s133,70
s134,3
s135,6
s136,69
s137,23
s138,15
s139,27
s140,36
s141,25
s142,7
s143,58
s144,44
s145,42
s146,82
s147,85
s148,2
s149,89
s150,4
s151,42
s152,41
s153,42
s154,76
s155,74
s156,84
s157,37
s158,20
s159,22
s160,26
s161,1
s162,37
s163,24
s164,62
s165,70
s166,47
s167,2
s168,85
s169,10
s170,98
s171,30
s172,56
s173,61
s174,18
s175,3
s176,75
s177,91
s178,97
s179,23
s180,88
s181,35
s182,11
s183,98
s184,74
s185,63
s186,81
s187,22
s188,46
s189,83
s190,58
s191,90
s192,67
s193,59
s194,82
s195,94
s196,34
s197,4
s198,9
s199,76
s200,
s201,61
s202,78
s203,12
s204,65
s205,89
s206,65
s207,32
s208,21
s209,39
s210,98
s211,73
s212,69
s213,51
s214,82
s215,77
s216,49
s217,93
s218,86
s219,86
s220,92
s221,90
s222,2
s223,81
s224,68
s225,79
s226,12
