sensor-id,humidity
s4940,77
s4941,60
s4942,23
s4943,51
s4944,65
s4945,63
s4946,50
s4947,62
s4948,5
s4949,13
s4950,31
s4951,71
s4952,48
s4953,5
s4954,20
s4955,45
s4956,22
s4957,30
s4958,86
s4959,24
s4960,43
s4961,36
s4962,36
s4963,27
s4964,2
s4965,58
s4966,50
s4967,73
s4968,0
s4969,91
s4970,66
s4971,8
s4972,36
s4973,50
s4974,30
s4975,31
s4976,24
s4977,55
s4978,75
s4979,79
s4980,74
s4981,3
s4982,79
s4983,61
s4984,98
s4985,95
s4986,9
s4987,22
s4988,59
s4989,30
s4990,9
s4991,99
s4992,62
s4993,73
s4994,79
s4995,48
s4996,33
s4997,21
s4998,50
s4999,77
s5000,
s5001,6
s5002,17
s5003,50
s5004,57
s5005,36
s5006,73
s5007,67
s5008,3
s5009,87
s5010,26
s5011,62
s5012,10
s5013,57
s5014,4
s5015,21
s5016,72
s5017,80
s5018,34
s5019,14
s5020,31
s5021,40
s5022,21
s5023,61
s5024,21
s5025,9
s5026,92
s5027,70
s5028,98
s5029,2
s5030,5
s5031,59
s5032,80
s5033,45
s5034,29
s5035,20
s5036,95
s5037,87
s5038,97
s5039,30
s5040,87
s5041,52
s5042,74
s5043,62
s5044,19
s5045,52
s5046,95
s5047,65
s5048,40
s5049,73
s5050,57
s5051,69
s5052,63
s5053,13
s5054,16
s5055,47
s5056,88
s5057,52
s5058,53
s5059,81
s5060,80
s5061,8
s5062,36
s5063,48
s5064,14
s5065,57
s5066,37
s5067,98
s5068,46
s5069,44
s5070,47
s5071,89
s5072,46
s5073,63
s5074,21
s5075,76
s5076,71
s5077,90
s5078,64
s5079,11
s5080,80
s5081,78
s5082,74
s5083,91
s5084,42
s5085,46
s5086,50
s5087,57
s5088,8
s5089,9
s5090,24
s5091,83
s5092,34
s5093,87
s5094,20
s5095,85
s5096,94
s5097,79
s5098,83
s5099,17
s5100,
s5101,10
s5102,46
s5103,3
s5104,6
s5105,89
s5106,85
s5107,81
s5108,43
s5109,64
s5110,55
s5111,28
s5112,36
s5113,25
s5114,70
s5115,3
s5116,28
s5117,64
s5118,80
s5119,4
s5120,74
s5121,91
s5122,5
s5123,65
s5124,97
s5125,88
s5126,74
s5127,53
s5128,42
s5129,33
s5130,98
s5131,61
s5132,13
s5133,35
s5134,67
s5135,11
s5136,76
s5137,4
s5138,6
s5139,56
s5140,17
s5141,12
s5142,23
s5143,62
s5144,99
s5145,35
s5146,50
s5147,74
s5148,83
s5149,46
s5150,73
s5151,20
s5152,18
s5153,27
s5154,23
s5155,92
s5156,51
s5157,70
s5158,67
s5159,70
s5160,84
s5161,14
s5162,11
s5163,5
s5164,57
s5165,2
s5166,14
s5167,49
s5168,3
s5169,22
s5170,85
s5171,47
s5172,48
s5173,82
s5174,73
s5175,98
s5176,41
s5177,65
s5178,61
s5179,73
s5180,22
s5181,62
s5182,90
s5183,49
s5184,37
s5185,84
s5186,20
s5187,80
s5188,9
s5189,33
s5190,57
s5191,99
s5192,14
s5193,2
s5194,38
s5195,80
s5196,82
s5197,29
s5198,70
s5199,85
s5200,
s5201,84
s5202,64
s5203,86
s5204,38
s5205,81
s5206,70
s5207,63
s5208,25
s5209,60
s5210,0
s5211,20
s5212,81
s5213,23
s5214,54
s5215,15
s5216,8
s5217,8
s5218,27
s5219,83
s5220,99
s5221,50
s5222,27
s5223,36
s5224,52
s5225,80
s5226,57
s5227,50
s5228,58
s5229,60
s5230,34
s5231,21
s5232,2
s5233,70
s5234,61
s5235,74
s5236,89
s5237,24
s5238,72
s5239,88
s5240,43
s5241,42
s5242,96
s5243,90
s5244,34
s5245,39
s5246,33
s5247,85
s5248,60
s5249,2
s5250,36
s5251,6
s5252,19
s5253,36
s5254,90
s5255,24
s5256,31
s5257,63
s5258,2
s5259,68
s5260,31
s5261,15
s5262,72
s5263,66
s5264,24
s5265,49
s5266,19
s5267,81
s5268,68
s5269,89
s5270,56
s5271,44
s5272,50
s5273,62
s5274,32
s5275,12
s5276,60
s5277,62
s5278,71
s5279,10
s5280,42
s5281,8
s5282,15
s5283,9
s5284,70
s5285,97
s5286,97
s5287,73
s5288,61
s5289,13
s5290,43
s5291,3
s5292,63
s5293,83
s5294,23
s5295,89
s5296,40
s5297,54
s5298,48
s5299,22
s5300,
s5301,87
s5302,79
s5303,83
s5304,27
s5305,13
s5306,65
s5307,37
s5308,9
s5309,43
s5310,51
s5311,76
s5312,7
s5313,92
s5314,56
s5315,59
s5316,73
s5317,58
s5318,38
s5319,56
s5320,15
s5321,88
s5322,16
s5323,69
s5324,80
s5325,30
s5326,71
s5327,59
s5328,30
s5329,41
s5330,83
s5331,28
s5332,14
s5333,58
s5334,72
s5335,60
s5336,33
s5337,21
s5338,17
s5339,54
s5340,34
s5341,3
s5342,4
s5343,40
s5344,77
s5345,65
s5346,20
s5347,37
s5348,69
s5349,28
s5350,2
s5351,35
s5352,86
s5353,71
s5354,60
s5355,79
s5356,2
s5357,52
s5358,52
s5359,73
s5360,1
s5361,3
s5362,59
s5363,68
s5364,68
s5365,80
s5366,2
s5367,10
s5368,62
s5369,84
s5370,8
s5371,97
s5372,63
s5373,20
s5374,99
s5375,0
s5376,94
s5377,22
s5378,15
s5379,97
s5380,2
s5381,68
s5382,83
s5383,79
s5384,78
s5385,15
s5386,87
s5387,83
s5388,93
s5389,57
s5390,54
s5391,11
s5392,78
s5393,27
s5394,43
s5395,24
s5396,41
s5397,91
s5398,97
s5399,23
s5400,
s5401,94
s5402,98
s5403,2
s5404,88
s5405,91
s5406,69
s5407,84
s5408,62
s5409,76
s5410,90
s5411,54
s5412,42
s5413,0
s5414,22
s5415,87
s5416,38
s5417,47
s5418,51
s5419,43
s5420,22
s5421,87
s5422,40
s5423,5
s5424,91
s5425,89
s5426,41
s5427,32
s5428,12
s5429,68
s5430,77
s5431,19
s5432,51
s5433,41
s5434,69
s5435,85
s5436,39
s5437,18
s5438,36
s5439,81
s5440,60
s5441,89
s5442,46
s5443,68
s5444,61
s5445,66
s5446,54
s5447,59
s5448,62
s5449,17
s5450,84
s5451,60
s5452,27
s5453,90
s5454,11
s5455,1
s5456,16
s5457,50
s5458,39
s5459,71
s5460,47
s5461,46
s5462,23
s5463,38
s5464,68
s5465,68
s5466,56
s5467,91
s5468,63
s5469,45
s5470,63
s5471,32
s5472,29
s5473,19
s5474,45
s5475,93
s5476,49
s5477,80
s5478,88
s5479,66
s5480,98
s5481,61
s5482,8
s5483,80
s5484,79
s5485,94
s5486,20
s5487,45
s5488,6
s5489,21
s5490,44
s5491,44
s5492,22
s5493,6
s5494,66
s5495,35
s5496,55
s5497,69
s5498,48
s5499,99
s5500,
s5501,20
s5502,68
s5503,12
s5504,19
s5505,25
s5506,24
s5507,39
s5508,1
s5509,75
s5510,64
s5511,27
s5512,14
s5513,2
s5514,61
s5515,46
s5516,29
s5517,66
s5518,64
s5519,32
s5520,2
s5521,17
s5522,18
s5523,5
s5524,29
s5525,40
s5526,69
s5527,72
s5528,18
s5529,49
s5530,5
s5531,47
s5532,6
s5533,18
s5534,2
s5535,13
s5536,80
s5537,53
s5538,58
s5539,93
s5540,5
s5541,31
s5542,31
s5543,9
s5544,89
s5545,50
s5546,18
s5547,72
s5548,74
s5549,51
s5550,19
s5551,44
s5552,16
s5553,42
s5554,61
s5555,16
s5556,88
s5557,22
s5558,66
s5559,94
s5560,75
s5561,65
s5562,52
s5563,5
s5564,46
s5565,24
s5566,32
s5567,31
s5568,27
s5569,43
s5570,40
s5571,86
s5572,15
s5573,97
s5574,23
s5575,49
s5576,8
s5577,71
s5578,76
s5579,34
s5580,63
s5581,23
s5582,40
s5583,70
s5584,71
s5585,95
s5586,50
s5587,28
s5588,60
s5589,96
s5590,22
s5591,28
s5592,1
s5593,51
s5594,83
s5595,73
s5596,65
s5597,83
s5598,89
s5599,14
s5600,
s5601,42
s5602,81
s5603,69
s5604,58
s5605,2
s5606,64
s5607,16
s5608,46
s5609,91
s5610,71
s5611,40
s5612,28
s5613,81
s5614,10
s5615,82
s5616,91
s5617,78
s5618,66
s5619,97
s5620,70
s5621,49
s5622,6
s5623,65
s5624,14
s5625,94
s5626,99
s5627,60
s5628,27
s5629,43
s5630,18
s5631,94
s5632,66
s5633,99
s5634,37
s5635,99
s5636,98
s5637,83
s5638,41
s5639,9
s5640,45
s5641,22
s5642,88
s5643,20
s5644,23
s5645,15
s5646,31
s5647,46
s5648,75
s5649,82
s5650,78
s5651,83
s5652,21
s5653,60
s5654,75
s5655,86
s5656,31
s5657,72
s5658,25
s5659,8
s5660,68
s5661,70
s5662,11
s5663,74
s5664,91
s5665,63
s5666,57
s5667,61
s5668,22
s5669,4
s5670,71
s5671,7
s5672,18
s5673,60
s5674,85
s5675,13
s5676,71
s5677,33
s5678,11
s5679,12
s5680,93
s5681,95
s5682,55
s5683,14
s5684,42
s5685,76
s5686,76
s5687,93
s5688,37
s5689,40
s5690,49
s5691,0
s5692,79
s5693,88
s5694,79
s5695,14
s5696,17
s5697,46
s5698,92
s5699,86
s5700,
s5701,37
s5702,84
s5703,63
s5704,5
s5705,74
s5706,22
s5707,66
s5708,24
s5709,74
s5710,47
s5711,34
s5712,47
s5713,63
s5714,77
s5715,81
s5716,11
s5717,96
s5718,53
s5719,44
s5720,55
s5721,55
s5722,97
s5723,56
s5724,6
s5725,92
s5726,68
s5727,81
s5728,69
s5729,3
s5730,56
s5731,47
s5732,40
s5733,67
s5734,79
s5735,5
s5736,28
s5737,63
s5738,20
s5739,43
s5740,51
s5741,6
s5742,66
s5743,47
s5744,44
s5745,8
s5746,8
s5747,44
s5748,42
s5749,51
s5750,71
s5751,12
s5752,84
s5753,96
s5754,45
s5755,9
s5756,91
s5757,68
s5758,58
s5759,67
s5760,56
s5761,55
s5762,16
s5763,16
s5764,90
s5765,44
s5766,90
s5767,20
s5768,39
s5769,54
s5770,62
s5771,12
s5772,76
s5773,67
s5774,37
s5775,67
s5776,6
s5777,15
s5778,15
s5779,64
s5780,92
s5781,4
s5782,87
s5783,0
s5784,15
s5785,1
s5786,18
s5787,67
s5788,0
s5789,38
s5790,15
s5791,10
s5792,22
s5793,87
s5794,28
s5795,32
s5796,96
s5797,9
s5798,92
s5799,77
s5800,
s5801,31
s5802,94
s5803,20
s5804,1
s5805,13
s5806,40
s5807,84
s5808,90
s5809,17
s5810,74
s5811,35
s5812,78
s5813,19
s5814,86
s5815,84
s5816,43
s5817,25
s5818,35
s5819,69
s5820,84
s5821,79
s5822,47
s5823,62
s5824,73
s5825,72
s5826,41
s5827,10
s5828,16
s5829,86
s5830,94
s5831,69
s5832,76
s5833,44
s5834,13
s5835,13
s5836,51
s5837,76
s5838,57
s5839,76
s5840,87
s5841,91
s5842,15
s5843,12
s5844,41
s5845,8
s5846,6
s5847,50
s5848,94
s5849,53
s5850,20
s5851,9
s5852,76
s5853,74
s5854,62
s5855,27
s5856,25
s5857,45
s5858,47
s5859,10
s5860,67
s5861,40
s5862,10
s5863,9
s5864,48
s5865,65
s5866,34
s5867,38
s5868,81
s5869,79
s5870,47
s5871,56
s5872,15
s5873,57
s5874,67
s5875,62
s5876,93
s5877,56
s5878,51
s5879,34
s5880,25
s5881,96
s5882,85
s5883,0
s5884,97
s5885,80
s5886,52
s5887,55
s5888,70
s5889,38
s5890,98
s5891,66
s5892,29
s5893,30
s5894,1
s5895,9
s5896,31
s5897,10
s5898,48
s5899,87
s5900,
s5901,47
s5902,32
s5903,93
s5904,84
s5905,13
s5906,98
s5907,87
s5908,60
s5909,46
s5910,97
s5911,98
s5912,23
s5913,83
s5914,65
s5915,74
s5916,32
s5917,12
s5918,80
s5919,55
s5920,1
s5921,99
s5922,79
s5923,58
s5924,84
s5925,86
s5926,4
s5927,76
s5928,32
s5929,42
s5930,84
s5931,45
s5932,52
s5933,21
s5934,53
s5935,84
s5936,97
s5937,19
s5938,47
s5939,77
s5940,35
s5941,76
s5942,21
s5943,69
s5944,81
s5945,49
s5946,65
s5947,87
s5948,30
s5949,70
s5950,4
s5951,78
s5952,57
s5953,86
s5954,87
s5955,47
s5956,58
s5957,26
s5958,26
s5959,94
s5960,86
s5961,56
s5962,67
s5963,43
s5964,60
s5965,7
s5966,68
s5967,7
s5968,89
s5969,99
s5970,99
s5971,2
s5972,95
s5973,39
s5974,82
s5975,99
s5976,24
s5977,15
s5978,43
s5979,80
s5980,70
s5981,6
s5982,78
s5983,46
s5984,47
s5985,8
s5986,55
s5987,41
s5988,53
s5989,42
s5990,20
s5991,15
s5992,12
s5993,7
s5994,86
s5995,87
s5996,12
s5997,1
s5998,60
s5999,46
s6000,
s6001,2
s6002,69
s6003,79
s6004,81
s6005,16
s6006,40
s6007,86
s6008,1
s6009,61
s6010,96
s6011,48
s6012,45
s6013,40
s6014,12
s6015,48
s6016,6
s6017,56
s6018,80
s6019,58
s6020,12
s6021,52
s6022,8
s6023,50
s6024,44
s6025,12
s6026,51
s6027,61
s6028,50
s6029,44
s6030,24
s6031,20
s6032,86
s6033,31
s6034,86
s6035,30
s6036,84
s6037,98
s6038,90
s6039,31
s6040,97
s6041,99
s6042,73
s6043,55
s6044,49
s6045,59
s6046,80
s6047,65
s6048,7
s6049,86
s6050,84
s6051,72
s6052,36
s6053,94
s6054,34
s6055,36
s6056,48
s6057,69
s6058,10
s6059,98
s6060,82
s6061,88
s6062,86
s6063,70
s6064,91
s6065,1
s6066,2
s6067,6
s6068,50
s6069,96
s6070,45
s6071,31
s6072,35
s6073,90
s6074,62
s6075,25
s6076,10
s6077,36
s6078,26
s6079,89
s6080,31
s6081,48
s6082,36
s6083,42
s6084,77
s6085,30
s6086,43
s6087,78
s6088,28
s6089,88
s6090,58
s6091,70
s6092,84
s6093,56
s6094,53
s6095,25
s6096,51
s6097,55
s6098,9
s6099,19
s6100,
s6101,51
s6102,19
s6103,97
s6104,73
s6105,74
s6106,79
s6107,22
s6108,10
s6109,10
s6110,95
s6111,59
s6112,31
s6113,29
