sensor-id,humidity
s4613,73
s4614,31
s4615,8
s4616,25
s4617,19
s4618,55
s4619,81
s4620,98
s4621,53
s4622,68
s4623,7
s4624,70
s4625,93
s4626,89
s4627,9
s4628,49
s4629,41
s4630,83
s4631,52
s4632,10
s4633,15
s4634,48
s4635,61
s4636,40
s4637,82
s4638,77
s4639,37
s4640,30
s4641,20
s4642,64
s4643,27
s4644,13
s4645,85
s4646,20
s4647,89
s4648,5
s4649,35
s4650,21
s4651,59
s4652,28
s4653,45
s4654,1
s4655,64
s4656,23
s4657,22
s4658,17
s4659,47
s4660,79
s4661,71
s4662,54
s4663,76
s4664,89
s4665,50
s4666,60
s4667,17
s4668,7
s4669,12
s4670,73
s4671,36
s4672,9
s4673,58
s4674,31
s4675,62
s4676,96
s4677,88
s4678,78
s4679,72
s4680,50
s4681,61
s4682,85
s4683,6
s4684,52
s4685,19
s4686,61
s4687,74
s4688,58
s4689,74
s4690,61
s4691,36
s4692,99
s4693,69
s4694,5
s4695,64
s4696,41
s4697,11
s4698,5
s4699,68
s4700,
s4701,8
s4702,68
s4703,21
s4704,21
s4705,24
s4706,93
s4707,75
s4708,97
s4709,30
s4710,42
s4711,11
s4712,75
s4713,20
s4714,11
s4715,79
s4716,46
s4717,48
s4718,58
s4719,31
s4720,39
s4721,74
s4722,89
s4723,59
s4724,39
s4725,2
s4726,35
s4727,12
s4728,6
s4729,53
s4730,28
s4731,33
s4732,7
s4733,25
s4734,38
s4735,6
s4736,36
s4737,11
s4738,36
s4739,60
s4740,36
s4741,62
s4742,90
s4743,29
s4744,24
s4745,70
s4746,91
s4747,39
s4748,28
s4749,10
s4750,12
s4751,48
s4752,65
s4753,5
s4754,9
s4755,24
s4756,72
s4757,87
s4758,22
s4759,94
s4760,64
s4761,91
s4762,12
s4763,46
s4764,41
s4765,25
s4766,38
s4767,44
s4768,53
s4769,34
s4770,91
s4771,54
s4772,0
s4773,9
s4774,77
s4775,44
s4776,29
s4777,13
s4778,56
s4779,97
s4780,79
s4781,41
s4782,18
s4783,51
s4784,62
s4785,77
s4786,27
s4787,16
s4788,24
s4789,50
s4790,22
s4791,43
s4792,84
s4793,1
s4794,35
s4795,30
s4796,94
s4797,80
s4798,63
s4799,66
s4800,
s4801,7
s4802,69
s4803,98
s4804,81
s4805,88
s4806,93
s4807,35
s4808,69
s4809,0
s4810,90
s4811,27
s4812,53
s4813,4
s4814,38
s4815,95
s4816,57
s4817,63
s4818,11
s4819,8
s4820,51
s4821,18
s4822,67
s4823,51
s4824,57
s4825,84
s4826,73
s4827,37
s4828,35
s4829,27
s4830,27
s4831,46
s4832,40
s4833,32
s4834,15
s4835,93
s4836,22
s4837,57
s4838,29
s4839,3
s4840,19
s4841,2
s4842,2
s4843,74
s4844,87
s4845,38
s4846,32
s4847,25
s4848,37
s4849,80
s4850,30
s4851,83
s4852,73
s4853,62
s4854,79
s4855,12
s4856,9
s4857,21
s4858,3
s4859,7
s4860,15
s4861,19
s4862,93
s4863,98
s4864,76
s4865,94
s4866,65
s4867,28
s4868,31
s4869,94
s4870,73
s4871,66
s4872,87
s4873,99
s4874,0
s4875,74
s4876,20
s4877,9
s4878,75
s4879,45
s4880,40
s4881,1
s4882,12
s4883,64
s4884,55
s4885,81
s4886,33
s4887,66
s4888,49
s4889,75
s4890,37
s4891,47
s4892,68
s4893,70
s4894,90
s4895,0
s4896,43
s4897,7
s4898,95
s4899,52
s4900,
s4901,53
s4902,64
s4903,2
s4904,72
s4905,77
s4906,75
s4907,83
s4908,24
s4909,42
s4910,98
s4911,75
s4912,54
s4913,46
s4914,78
s4915,99
s4916,23
