sensor-id,humidity
s13839,53
s13840,67
s13841,25
s13842,62
s13843,69
s13844,15
s13845,91
s13846,63
s13847,87
s13848,85
s13849,71
s13850,90
s13851,31
s13852,57
s13853,41
s13854,31
s13855,15
s13856,22
s13857,50
s13858,5
s13859,40
s13860,77
s13861,8
s13862,14
s13863,97
s13864,2
s13865,7
s13866,80
s13867,30
s13868,48
s13869,93
s13870,85
s13871,13
s13872,0
s13873,69
s13874,23
s13875,75
s13876,70
s13877,93
s13878,60
s13879,29
s13880,78
s13881,77
s13882,78
s13883,21
s13884,38
s13885,20
s13886,0
s13887,61
s13888,5
s13889,82
s13890,85
s13891,16
s13892,93
s13893,11
s13894,5
s13895,57
s13896,58
s13897,60
s13898,65
s13899,56
s13900,
s13901,38
s13902,52
s13903,80
s13904,43
s13905,82
s13906,22
s13907,41
s13908,62
s13909,55
s13910,98
s13911,50
s13912,83
s13913,11
s13914,65
s13915,70
s13916,97
s13917,46
s13918,87
s13919,22
s13920,4
s13921,44
s13922,61
s13923,17
s13924,11
s13925,49
s13926,43
s13927,42
s13928,74
s13929,12
s13930,8
s13931,44
s13932,59
s13933,70
s13934,96
s13935,98
s13936,39
s13937,59
s13938,0
s13939,58
s13940,2
s13941,35
s13942,18
s13943,39
s13944,56
s13945,82
s13946,7
s13947,10
s13948,64
s13949,59
s13950,58
s13951,61
s13952,39
s13953,99
s13954,50
s13955,27
s13956,13
s13957,86
s13958,73
s13959,1
s13960,76
s13961,47
s13962,41
s13963,63
s13964,22
s13965,52
s13966,75
s13967,75
s13968,94
s13969,14
s13970,94
s13971,90
s13972,22
s13973,38
s13974,90
s13975,4
s13976,9
s13977,82
s13978,15
s13979,63
s13980,24
s13981,67
s13982,90
s13983,93
s13984,3
s13985,63
s13986,54
s13987,71
s13988,37
s13989,96
s13990,3
s13991,18
s13992,8
s13993,43
s13994,17
s13995,83
s13996,84
s13997,64
s13998,84
s13999,16
s14000,
s14001,40
s14002,43
s14003,89
s14004,82
s14005,28
s14006,72
s14007,36
s14008,18
s14009,17
s14010,16
s14011,96
s14012,56
s14013,74
s14014,60
s14015,41
s14016,6
s14017,75
s14018,35
s14019,57
s14020,88
s14021,61
s14022,39
s14023,7
s14024,5
s14025,10
s14026,1
s14027,16
s14028,71
s14029,43
s14030,18
s14031,43
s14032,43
s14033,40
s14034,91
s14035,16
s14036,34
s14037,38
s14038,45
s14039,34
s14040,39
s14041,93
s14042,14
s14043,67
s14044,23
s14045,98
s14046,32
s14047,93
s14048,13
s14049,40
s14050,23
s14051,46
s14052,7
s14053,35
s14054,39
s14055,12
s14056,54
s14057,88
s14058,32
s14059,47
s14060,32
s14061,9
s14062,61
s14063,25
s14064,73
s14065,66
s14066,28
s14067,1
s14068,65
s14069,14
s14070,44
s14071,47
s14072,97
s14073,32
s14074,27
s14075,31
s14076,21
s14077,15
s14078,87
s14079,13
s14080,68
s14081,41
s14082,63
s14083,62
s14084,64
s14085,53
s14086,95
s14087,78
s14088,29
s14089,93
s14090,68
s14091,90
s14092,25
s14093,51
s14094,98
s14095,8
s14096,2
s14097,50
s14098,97
s14099,66
s14100,
s14101,76
s14102,82
s14103,87
s14104,19
s14105,34
s14106,62
s14107,43
s14108,90
s14109,72
s14110,95
s14111,79
s14112,45
s14113,8
s14114,38
s14115,92
s14116,29
s14117,25
s14118,33
s14119,12
s14120,9
s14121,42
s14122,50
s14123,53
s14124,25
s14125,80
s14126,37
s14127,45
s14128,18
s14129,14
s14130,81
s14131,95
s14132,19
s14133,10
s14134,75
s14135,88
s14136,34
s14137,48
s14138,32
s14139,63
s14140,53
s14141,44
s14142,21
s14143,34
s14144,5
s14145,17
s14146,56
s14147,97
s14148,30
s14149,45
s14150,72
s14151,50
s14152,5
s14153,77
s14154,53
s14155,40
s14156,91
s14157,97
s14158,19
s14159,46
s14160,61
s14161,69
s14162,83
s14163,80
s14164,41
s14165,75
s14166,62
s14167,87
s14168,13
s14169,82
s14170,33
s14171,30
s14172,35
s14173,0
s14174,68
s14175,21
s14176,17
s14177,95
s14178,34
s14179,27
s14180,58
s14181,42
s14182,50
s14183,93
s14184,15
s14185,2
s14186,94
s14187,28
s14188,25
s14189,17
s14190,21
s14191,72
s14192,55
s14193,44
s14194,23
s14195,99
s14196,72
s14197,88
s14198,73
s14199,34
s14200,
s14201,66
s14202,67
s14203,33
s14204,76
s14205,58
s14206,45
s14207,33
s14208,0
s14209,94
s14210,87
s14211,24
s14212,64
s14213,37
s14214,88
s14215,59
s14216,84
s14217,6
s14218,61
s14219,11
s14220,10
s14221,22
s14222,83
s14223,51
s14224,53
s14225,19
s14226,65
s14227,25
s14228,12
s14229,88
s14230,1
s14231,53
s14232,63
s14233,7
s14234,77
s14235,77
s14236,73
s14237,19
s14238,26
s14239,17
s14240,11
s14241,35
s14242,63
s14243,39
s14244,78
s14245,54
s14246,64
s14247,91
s14248,88
s14249,57
s14250,19
s14251,42
s14252,44
s14253,47
s14254,52
s14255,37
s14256,19
s14257,38
s14258,93
s14259,90
s14260,27
s14261,64
s14262,45
s14263,21
s14264,55
s14265,7
s14266,19
s14267,97
s14268,98
s14269,97
s14270,48
s14271,30
s14272,1
s14273,63
s14274,68
s14275,87
s14276,28
s14277,2
s14278,54
s14279,82
s14280,5
s14281,50
s14282,82
s14283,79
s14284,52
s14285,4
s14286,0
s14287,83
s14288,27
s14289,38
s14290,37
s14291,21
s14292,73
s14293,61
s14294,45
s14295,35
s14296,18
s14297,62
s14298,85
s14299,96
s14300,
s14301,46
s14302,49
s14303,26
s14304,89
s14305,99
s14306,64
s14307,23
s14308,70
s14309,87
s14310,53
s14311,85
s14312,92
s14313,27
s14314,5
s14315,23
s14316,5
s14317,37
s14318,96
s14319,50
s14320,28
s14321,16
s14322,9
s14323,91
s14324,30
s14325,45
s14326,74
s14327,17
s14328,54
s14329,16
s14330,4
s14331,6
s14332,6
s14333,73
s14334,51
s14335,61
s14336,34
s14337,5
s14338,69
s14339,26
s14340,75
s14341,34
s14342,86
s14343,93
s14344,64
s14345,46
s14346,84
s14347,78
s14348,36
s14349,12
s14350,80
s14351,35
s14352,6
s14353,75
s14354,65
s14355,89
s14356,34
s14357,36
s14358,96
s14359,83
s14360,93
s14361,8
s14362,18
s14363,60
s14364,47
s14365,28
s14366,87
s14367,12
s14368,85
s14369,91
s14370,75
s14371,75
s14372,47
s14373,13
s14374,30
s14375,79
s14376,88
s14377,85
s14378,68
s14379,52
s14380,57
s14381,79
s14382,68
s14383,98
s14384,91
s14385,93
s14386,4
s14387,69
s14388,16
s14389,84
s14390,27
s14391,62
s14392,54
s14393,40
s14394,66
s14395,10
s14396,56
s14397,58
s14398,64
s14399,68
s14400,
s14401,78
s14402,21
s14403,84
s14404,0
s14405,92
s14406,0
s14407,81
s14408,7
s14409,38
s14410,49
s14411,50
s14412,87
s14413,11
s14414,48
s14415,48
s14416,83
s14417,96
s14418,40
s14419,73
s14420,85
s14421,1
s14422,67
s14423,70
s14424,76
s14425,23
s14426,2
s14427,10
s14428,84
s14429,97
s14430,63
s14431,2
s14432,40
s14433,37
s14434,26
s14435,2
s14436,79
s14437,93
s14438,95
s14439,90
s14440,72
s14441,0
s14442,98
s14443,69
s14444,5
s14445,11
s14446,47
s14447,3
s14448,36
s14449,2
s14450,64
s14451,4
s14452,51
s14453,44
s14454,53
s14455,11
s14456,45
s14457,6
s14458,30
s14459,81
s14460,66
s14461,17
s14462,75
s14463,31
s14464,37
s14465,73
s14466,51
s14467,91
s14468,50
s14469,99
s14470,79
s14471,34
s14472,71
s14473,52
s14474,32
s14475,97
s14476,56
s14477,72
s14478,50
s14479,89
s14480,14
s14481,51
s14482,19
s14483,42
s14484,1
s14485,22
s14486,96
s14487,39
s14488,98
s14489,17
s14490,26
s14491,63
s14492,16
s14493,36
s14494,27
s14495,9
s14496,19
s14497,24
s14498,0
s14499,29
s14500,
s14501,43
s14502,53
s14503,23
s14504,1
s14505,55
s14506,11
s14507,2
s14508,54
s14509,77
s14510,43
s14511,79
s14512,64
s14513,92
s14514,72
s14515,7
s14516,57
s14517,73
s14518,85
s14519,54
s14520,61
s14521,51
s14522,37
s14523,20
s14524,68
s14525,78
s14526,35
s14527,46
s14528,13
s14529,85
s14530,56
s14531,13
s14532,95
s14533,48
s14534,12
s14535,36
s14536,18
s14537,9
s14538,41
s14539,37
s14540,24
s14541,33
s14542,86
s14543,69
s14544,22
s14545,83
s14546,49
s14547,69
s14548,71
s14549,5
s14550,32
s14551,86
s14552,23
s14553,67
s14554,90
s14555,5
s14556,80
s14557,96
s14558,89
s14559,52
s14560,42
s14561,83
s14562,87
s14563,33
s14564,82
s14565,23
s14566,79
s14567,9
s14568,18
s14569,32
s14570,78
s14571,89
s14572,95
s14573,94
s14574,28
s14575,17
s14576,47
s14577,42
s14578,45
s14579,29
s14580,15
s14581,68
s14582,77
s14583,24
s14584,66
s14585,94
s14586,52
s14587,69
s14588,20
s14589,34
s14590,30
s14591,14
s14592,1
s14593,58
s14594,87
s14595,65
s14596,52
s14597,27
s14598,63
s14599,34
s14600,
s14601,80
s14602,93
s14603,14
s14604,42
s14605,8
s14606,10
s14607,38
s14608,93
s14609,53
s14610,26
s14611,14
s14612,11
s14613,37
s14614,89
s14615,32
s14616,29
s14617,21
s14618,5
s14619,87
s14620,28
s14621,58
s14622,32
s14623,63
s14624,19
s14625,22
s14626,26
s14627,17
s14628,57
s14629,75
s14630,39
s14631,62
s14632,87
s14633,94
s14634,23
s14635,49
s14636,60
s14637,29
s14638,16
s14639,42
s14640,39
s14641,42
s14642,70
s14643,99
s14644,58
s14645,69
s14646,94
s14647,69
s14648,72
s14649,29
s14650,48
s14651,2
s14652,30
s14653,32
s14654,38
s14655,15
s14656,99
s14657,52
s14658,78
s14659,9
s14660,97
s14661,97
s14662,9
s14663,71
s14664,76
s14665,37
s14666,51
s14667,98
s14668,70
s14669,28
s14670,79
s14671,64
s14672,14
s14673,62
s14674,92
s14675,95
s14676,99
s14677,67
s14678,10
s14679,13
s14680,93
s14681,66
s14682,74
s14683,43
s14684,58
s14685,57
s14686,20
s14687,35
s14688,66
s14689,56
s14690,11
s14691,51
s14692,13
s14693,40
s14694,96
s14695,99
s14696,14
s14697,12
s14698,17
s14699,79
s14700,
s14701,5
s14702,76
s14703,97
s14704,31
s14705,83
s14706,27
s14707,96
s14708,92
s14709,50
s14710,71
s14711,48
s14712,67
s14713,93
s14714,87
s14715,40
s14716,37
s14717,29
s14718,61
s14719,98
s14720,74
s14721,57
s14722,33
s14723,96
s14724,87
s14725,40
s14726,99
s14727,80
s14728,36
s14729,32
s14730,97
s14731,32
s14732,95
s14733,25
s14734,61
s14735,57
s14736,91
s14737,73
s14738,79
s14739,19
s14740,12
s14741,99
s14742,38
s14743,6
s14744,80
s14745,94
s14746,25
s14747,81
s14748,55
s14749,23
s14750,36
s14751,56
s14752,16
s14753,47
s14754,21
s14755,70
s14756,21
s14757,59
s14758,98
s14759,73
s14760,10
s14761,43
s14762,41
s14763,8
s14764,89
s14765,42
s14766,64
s14767,66
s14768,21
